,Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Sales_Method,Profit_Margin
238,Walmart,1185732,5/5/2020,Northeast,New York,New York,Women's Street Footwear,54,285,1539,723,Online,53.02
239,Walmart,1197831,10/27/2020,South,Texas,Houston,Men's Athletic Footwear,44,285,1254,602,Online,51.99
240,Sports Direct,1197831,4/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,46,285,1311,787,Online,39.97
241,Walmart,1197831,8/25/2020,South,Texas,Houston,Men's Athletic Footwear,32,285,912,383,Outlet,58
242,Kohl's,1189833,4/25/2021,West,California,Los Angeles,Men's Street Footwear,30,285,855,402,Outlet,52.98
243,Foot Locker,1185732,9/23/2020,Southeast,Florida,Miami,Men's Street Footwear,53,284,1505,828,Online,44.98
244,Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,33,283,934,532,Online,43.04
245,Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,48,282,1354,744,Online,45.05
246,Foot Locker,1185732,1/4/2020,Northeast,New York,New York,Women's Athletic Footwear,36,281,1012,374,Outlet,63.04
247,Foot Locker,1185732,2/4/2020,Northeast,New York,New York,Men's Apparel,44,281,1236,445,Outlet,64
248,Walmart,1197831,10/22/2020,South,Texas,Houston,Women's Street Footwear,34,281,955,373,Outlet,60.94
249,West Gear,1128299,1/8/2021,West,California,San Francisco,Women's Street Footwear,42,281,1180,531,Outlet,55
250,Sports Direct,1197831,10/16/2021,South,Texas,Dallas,Men's Street Footwear,46,281,1293,608,Outlet,52.98
251,Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Apparel,30,281,843,447,Outlet,46.98
252,Walmart,1185732,4/24/2020,Northeast,New York,New York,Women's Apparel,59,280,1652,661,Online,59.99
253,Foot Locker,1185732,2/10/2020,Northeast,New York,New York,Men's Apparel,47,280,1316,461,Outlet,64.97
254,Walmart,1185732,5/1/2020,Northeast,New York,New York,Men's Apparel,47,280,1316,474,Outlet,63.98
255,West Gear,1128299,1/31/2021,West,California,San Francisco,Men's Athletic Footwear,39,280,1092,197,Outlet,81.96
256,Sports Direct,1197831,9/11/2021,South,Texas,Dallas,Men's Athletic Footwear,40,280,1120,459,Outlet,59.02
257,Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,42,280,1176,647,Outlet,44.98
258,Sports Direct,1197831,9/5/2021,South,Alabama,Birmingham,Women's Apparel,36,280,1008,645,Outlet,36.01
259,Sports Direct,1197831,9/11/2021,South,Alabama,Birmingham,Women's Apparel,47,280,1316,921,Outlet,30.02
260,Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,58,280,1624,585,Outlet,63.98
261,Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,43,279,1200,396,Outlet,67
262,Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,48,279,1339,496,Outlet,62.96
263,Foot Locker,1185732,3/6/2020,Northeast,New York,New York,Women's Street Footwear,46,278,1279,614,Online,51.99
264,Foot Locker,1185732,9/22/2020,Southeast,Florida,Miami,Women's Apparel,56,278,1557,950,Online,38.99
265,Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,58,278,1612,984,Online,38.96
266,Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,50,278,1390,792,Online,43.02
267,Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,46,278,1279,435,Outlet,65.99
268,West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,47,278,1307,287,Outlet,78.04
269,Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,36,278,1001,530,Outlet,47.05
270,West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Street Footwear,34,278,945,397,Outlet,57.99
271,West Gear,1128299,1/12/2021,West,California,San Francisco,Men's Street Footwear,56,277,1551,698,Online,55
272,Foot Locker,1185732,1/21/2020,Northeast,New York,New York,Women's Street Footwear,36,276,994,467,Online,53.02
273,Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,37,276,1021,643,Online,37.02
274,Sports Direct,1185732,3/2/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,28,276,773,417,Online,46.05
275,Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,25,275,6875,2750,Outlet,60
276,Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,25,275,6875,2750,In-store,60
277,Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30,275,8250,2888,In-store,64.99
278,Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,20,275,5500,1925,In-store,65
279,Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15,275,4125,1650,In-store,60
280,Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,25,275,6875,2406,In-store,65
281,West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,25,275,6875,2750,In-store,60
282,West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,275,5500,2200,In-store,60
283,West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Apparel,30,275,8250,2888,In-store,64.99
284,Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,20,275,5500,2200,Online,60
285,Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,20,275,5500,2200,Online,60
286,Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Apparel,30,275,8250,2888,Online,64.99
287,West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25,275,6875,2406,Online,65
288,West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,10,275,2750,1100,Online,60
289,West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,25,275,6875,2750,Online,60
290,West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,275,4125,1650,Online,60
291,Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,15,275,4125,1444,Online,64.99
292,Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,30,275,8250,2475,Online,70
293,Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25,275,6875,2063,Online,69.99
294,Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,25,275,6875,2750,Online,60
295,Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,8250,2888,In-store,64.99
296,Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,8250,2888,In-store,64.99
297,West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,15,275,4125,1444,In-store,64.99
298,West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,25,275,6875,2750,In-store,60
299,West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30,275,8250,3300,In-store,60
300,West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30,275,8250,3300,In-store,60
301,Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,30,275,8250,3300,In-store,60
302,Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,30,275,8250,3300,In-store,60
303,Kohl's,1185732,1/10/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,25,275,6875,2750,In-store,60
304,Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,53,273,1447,622,Online,57.01
305,West Gear,1128299,1/6/2021,West,California,San Francisco,Men's Street Footwear,56,273,1529,764,Online,50.03
306,West Gear,1128299,1/18/2021,West,California,San Francisco,Men's Street Footwear,62,273,1693,779,Online,53.99
307,West Gear,1128299,2/12/2021,West,California,San Francisco,Men's Athletic Footwear,58,273,1583,428,Online,72.96
308,Sports Direct,1197831,9/24/2021,South,Texas,Dallas,Women's Street Footwear,46,273,1256,691,Online,44.98
309,Foot Locker,1185732,8/6/2020,West,Washington,Seattle,Men's Street Footwear,44,273,1201,661,Online,44.96
310,Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,51,273,1392,780,Online,43.97
311,Walmart,1197831,8/11/2020,South,Texas,Houston,Women's Apparel,27,272,734,404,Outlet,44.96
312,Walmart,1197831,9/11/2020,South,Texas,Houston,Men's Street Footwear,31,272,843,329,Outlet,60.97
313,West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,36,272,979,382,Outlet,60.98
314,Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,37,272,1006,292,Outlet,70.97
315,Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,40,272,1088,500,Outlet,54.04
316,Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,47,272,1278,729,Outlet,42.96
317,Sports Direct,1197831,4/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,29,272,789,394,Outlet,50.06
318,Sports Direct,1197831,4/20/2021,South,Tennessee,Knoxville,Women's Apparel,38,272,1034,641,Outlet,38.01
319,Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,50,272,1360,435,Outlet,68.01
320,Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60,272,1632,441,Outlet,72.98
321,West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,30,272,816,416,Outlet,49.02
322,Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,60,272,1632,604,Outlet,62.99
323,Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,67,272,1822,729,Outlet,59.99
324,West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,46,272,1251,576,Outlet,53.96
325,West Gear,1128299,11/3/2020,South,Texas,Houston,Women's Street Footwear,33,271,894,376,Outlet,57.94
326,West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,40,271,1084,412,Outlet,61.99
327,West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,40,271,1084,325,Outlet,70.02
328,Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,Women's Apparel,31,271,840,496,Outlet,40.95
329,Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,44,271,1192,608,Outlet,48.99
330,West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,40,271,1084,466,Outlet,57.01
331,Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,39,271,1057,444,Outlet,57.99
332,Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's Athletic Footwear,54,270,1458,598,Online,58.98
333,Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,54,270,1458,656,Online,55.01
334,Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,50,270,1350,594,Online,56
335,Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,44,270,1188,653,Online,45.03
336,Sports Direct,1185732,9/29/2020,Southeast,Florida,Miami,Men's Street Footwear,56,270,1512,907,Online,40.01
337,West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,86,270,2322,1231,Online,46.99
338,Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58,270,1566,767,Online,51.02
339,Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,35,270,945,350,Outlet,62.96
340,Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,41,270,1107,410,Outlet,62.96
341,Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,20,270,540,211,Outlet,60.93
342,Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,26,270,702,260,Outlet,62.96
343,Walmart,1197831,9/4/2020,South,Texas,Houston,Women's Apparel,39,270,1053,569,Outlet,45.96
344,Walmart,1197831,10/20/2020,South,Texas,Houston,Men's Street Footwear,34,270,918,349,Outlet,61.98
345,West Gear,1128299,12/31/2020,West,California,San Francisco,Men's Street Footwear,44,270,1188,523,Outlet,55.98
346,Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,47,268,1260,592,Online,53.02
347,Walmart,1197831,8/12/2020,South,Texas,Houston,Men's Street Footwear,29,268,777,373,Online,51.99
348,Walmart,1197831,8/30/2020,South,Texas,Houston,Men's Street Footwear,37,268,992,486,Online,51.01
349,West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,56,268,1501,420,Online,72.02
350,Foot Locker,1185732,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,41,268,1099,659,Online,40.04
351,Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,51,268,1367,820,Online,40.01
352,Foot Locker,1185732,3/11/2020,Northeast,New York,New York,Men's Athletic Footwear,53,267,1415,594,Online,58.02
353,Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,33,265,875,507,Online,42.06
354,Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,27,264,713,285,Outlet,60.03
355,Walmart,1197831,9/5/2020,South,Texas,Houston,Men's Street Footwear,33,264,871,366,Outlet,57.98
356,West Gear,1128299,11/1/2020,South,Texas,Houston,Men's Street Footwear,30,264,792,309,Outlet,60.98
357,West Gear,1128299,1/14/2021,West,California,San Francisco,Women's Street Footwear,46,264,1214,486,Outlet,59.97
358,West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,56,264,1478,281,Outlet,80.99
359,West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,51,264,1346,202,Outlet,84.99
360,Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's Street Footwear,24,264,634,279,Outlet,55.99
361,Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,48,264,1267,279,Outlet,77.98
362,Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's Athletic Footwear,41,264,1082,336,Outlet,68.95
363,Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's Athletic Footwear,39,264,1030,278,Outlet,73.01
364,Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,43,264,1135,341,Outlet,69.96
365,Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,42,264,1109,333,Outlet,69.97
366,Sports Direct,1197831,9/9/2021,South,Texas,Dallas,Women's Apparel,34,264,898,467,Outlet,48
367,Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's Athletic Footwear,34,264,898,377,Outlet,58.02
368,Sports Direct,1197831,4/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,30,264,792,396,Outlet,50
369,Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,37,264,977,479,Outlet,50.97
370,Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,37,264,977,537,Outlet,45.04
371,West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Street Footwear,35,264,924,425,Outlet,54
372,Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's Apparel,51,264,1346,794,Outlet,41.01
373,Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,24,264,634,203,Outlet,67.98
374,Walmart,1185732,5/2/2020,Northeast,New York,New York,Women's Apparel,66,263,1736,642,Online,63.02
375,West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,52,263,1368,602,Online,55.99
376,Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,53,263,1394,878,Online,37.02
377,Sports Direct,1197831,4/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,36,263,947,568,Online,40.02
378,West Gear,1185732,6/10/2021,Northeast,New York,Albany,Men's Street Footwear,59,263,1552,869,Online,44.01
379,Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,55,263,1447,926,Online,36.01
380,Sports Direct,1185732,2/4/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,34,263,894,447,Online,50
381,Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,27,263,710,383,Online,46.06
382,Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,64,263,1683,1060,Online,37.02
383,Sports Direct,1197831,8/1/2020,South,Texas,Houston,Men's Athletic Footwear,30,263,789,308,Outlet,60.96
384,Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,26,263,684,328,Outlet,52.05
385,West Gear,1128299,1/13/2021,West,California,San Francisco,Men's Athletic Footwear,49,263,1289,309,Outlet,76.03
386,West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,59,263,1552,884,Outlet,43.04
387,West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,39,263,1026,359,Outlet,65.01
388,Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,36,263,947,625,Outlet,34
389,Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,74,263,1946,545,Outlet,71.99
390,West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,35,263,921,377,Outlet,59.07
391,Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Men's Street Footwear,31,263,815,359,Outlet,55.95
392,Foot Locker,1185732,1/8/2020,Northeast,New York,New York,Men's Athletic Footwear,46,261,1201,528,Online,56.04
393,Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,46,261,1201,564,Online,53.04
394,Foot Locker,1185732,3/7/2020,Northeast,New York,New York,Women's Athletic Footwear,47,261,1227,552,Online,55.01
395,Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,60,261,1566,673,Online,57.02
396,Walmart,1197831,10/31/2020,South,Texas,Houston,Women's Apparel,53,261,1383,858,Online,37.96
397,Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,83,261,2166,953,Online,56
398,West Gear,1185732,5/8/2021,Northeast,New York,Albany,Men's Street Footwear,50,261,1305,783,Online,40
399,Foot Locker,1185732,1/2/2020,Northeast,New York,New York,Men's Athletic Footwear,47,260,1222,513,Online,58.02
400,Foot Locker,1185732,1/6/2020,Northeast,New York,New York,Women's Apparel,46,260,1196,443,Online,62.96
401,Foot Locker,1185732,1/26/2020,Northeast,New York,New York,Men's Athletic Footwear,48,259,1243,535,Online,56.96
402,Foot Locker,1185732,2/7/2020,Northeast,New York,New York,Men's Athletic Footwear,50,259,1295,518,Online,60
403,Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,38,259,984,453,Online,53.96
404,Walmart,1197831,8/31/2020,South,Texas,Houston,Men's Athletic Footwear,41,259,1062,478,Online,54.99
405,West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,66,259,1709,513,Online,69.98
406,West Gear,1185732,9/10/2020,Southeast,Florida,Miami,Women's Apparel,63,259,1632,1061,Online,34.99
407,Walmart,1185732,4/29/2020,Northeast,New York,New York,Women's Street Footwear,52,258,1342,644,Online,52.01
408,Foot Locker,1185732,3/18/2020,Northeast,New York,New York,Women's Street Footwear,45,257,1157,532,Online,54.02
409,Foot Locker,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,42,256,1075,624,Online,41.95
